title,abs_journal,status
Direct evidence for $r$-process nucleosynthesis in delayed MeV emission from the SGR 1806-20 magnetar giant flare,The Astrophysical Journal,success
TeV afterglow emission from a multi-component GRB jet using the kinetic approach,Monthly Notices of the Royal Astronomical Society,success
Ion densities of cold clouds driven by galactic outflows,Monthly Notices of the Royal Astronomical Society,success
Assessing the dark matter content of two quasar host galaxies at z~6 through gas kinematics,The Astrophysical Journal,success
Discovery of a years-delayed radio flare from an unusually slow-evolved tidal disruption event,arXiv e-prints,success
Cosmological distance forecasts for the CSST Galaxy Survey using BAO peaks,"Science China Physics, Mechanics, and Astronomy",success
Deep high-resolution L band spectroscopy in the $\beta$ Pictoris planetary system,Astronomy and Astrophysics,success
Phasing the Giant Magellan Telescope: Lab Experiments and First On-sky Demonstration,"Journal of Astronomical Telescopes, Instruments, and Systems",success
Particle Acceleration and Nonthermal Emission at the Intrabinary Shock of Spider Pulsars. II: Fast-Cooling Simulations,Monthly Notices of the Royal Astronomical Society,success
Complete Hamiltonian Framework of Relativistic Hierarchical Triple Systems: Capabilities and Limitations of Secular Perturbation Theory,arXiv e-prints,success
Habitable Worlds Formed at Cosmic Dawn,arXiv e-prints,success
Impact of particle production during inflation on the detection of CMB B-mode polarization,arXiv e-prints,success
Broad primordial power spectrum and $\mu$-distortion constraints on primordial black holes,arXiv e-prints,success
Expanding Molecular Shell and Possible {\gamma}-ray Source Associated with Supernova Remnant Kesteven 67,Monthly Notices of the Royal Astronomical Society,success
Exoplanet Ephemerides Change Observations (ExoEcho). I. Transit Timing Analysis of Thirty-Seven Exoplanets using HST/WFC3 Data,The Astronomical Journal,success
Dark Energy Survey Year 3 Results: Photometric Data Set for Cosmology,arXiv e-prints,success
$\Lambda$CDM model against redshift-binned data: A mock analysis based on SNIa and Cosmic Chronometers,Physics of the Dark Universe,success
Thermal emission from bow shocks III: Variable diffuse X-ray emission from stellar-wind bow shocks driven by dynamical instabilities,Astronomy and Astrophysics,success
Timing and spectral studies of the Be/X-ray binary EXO 2030+375 using Insight-HXMT observations,Astronomy and Astrophysics,success
Estimating variability power spectra of active galaxies from irregular time series,Monthly Notices of the Royal Astronomical Society,success
Census of Ly$\alpha$ Emission from $\sim 600$ Galaxies at $z=5-14$: Evolution of the Ly$\alpha$ Luminosity Function and a Late Sharp Cosmic Reionization,The Astrophysical Journal Supplement Series,success
Dark Energy Survey Year 6 Results: Point-Spread Function Modeling,The Open Journal of Astrophysics,success
Primordial Black Hole Hot Spots and Nucleosynthesis,arXiv e-prints,success
Bayesian correction of $H(z)$ cosmic chronometers data with systematic errors,Journal of Cosmology and Astroparticle Physics,success
Vertical Kinematics of the Young Galactic Clusters,Monthly Notices of the Royal Astronomical Society,success
On the conditioning of the solar corona due to large flaring,Astronomy and Astrophysics,success
"Optical and NIR spectral analysis of a post-starburst galaxy at $z \sim 2$ : probing the stellar population properties, gas content, and contribution of TP-AGB stars",Astronomy and Astrophysics,success
Exploring the variation in the dynamic rotation profile of the hotter solar atmosphere using mutliwavelength data,arXiv e-prints,success
Forecast of gravitationally lensed Type Ia supernovae time delay measurement by Muztage-Ata 1.93m Synergy Telescope,"Science China Physics, Mechanics, and Astronomy",success
The 2D pressure structure of the HD 163296 protoplanetary disk as probed by multi-molecular kinematics,Astronomy and Astrophysics,success
Discovery of a likely Type II SN at $z$=3.6 with JWST,arXiv e-prints,success
PSR J1947-1120: A New Huntsman Millisecond Pulsar Binary,The Astrophysical Journal,success
Planet formation and long-term stability in a very eccentric stellar binary,arXiv e-prints,success
Angular bispectrum of matter number counts in cosmic structures,arXiv e-prints,success
MRI-driven $\alpha\Omega$ dynamo at high Pm numbers,Astronomy and Astrophysics,success
"Martian atmospheric disturbances from orbital images and surface pressure at Jezero Crater, Mars, during Martian Year 36",Journal of Geophysical Research (Planets),success
The Role of Atmospheric Composition in Defining the Habitable Zone Limits and Supporting E. coli Growth,Life,success
ZF-UDS-7329: a Relic Galaxy in the Early Universe,Astronomy and Astrophysics,success
Stellar Population and Metal Production in AGN Disks,Monthly Notices of the Royal Astronomical Society,success
AAS2RTO: Automated Alert Streams to Real-Time Observations: Preparing for rapid follow-up of transient objects in the era of LSST,Astronomy and Astrophysics,success
Impact of Weak Lensing Mass Mapping Algorithms on Cosmology Inference,Astronomy and Astrophysics,success
Oscillations of Solitonic Galactic Cores in Ultralight Dark Matter,Physics of the Dark Universe,success
Measurements of the Temperature and E-mode Polarization of the Cosmic Microwave Background from the Full 500-square-degree SPTpol Dataset,Physical Review D,success
Optical appearance of the Konoplya-Zhidenko rotating non-Kerr black hole surrounded by a thin accretion disk,arXiv e-prints,success
Origin likelihood functions for extreme-energy cosmic rays,arXiv e-prints,success
"Comparing the DES-SN5YR and Pantheon+ SN cosmology analyses: Investigation based on ""Evolving Dark Energy or Supernovae systematics?""",Monthly Notices of the Royal Astronomical Society,success
Large Language Models: New Opportunities for Access to Science,arXiv e-prints,success
SN 2023xwi: Forbidden line emission in the peak spectrum of a Ca-strong transient,Monthly Notices of the Royal Astronomical Society,success
Neutrino-dominated relativistic viscous accretion flows around rotating black holes with shocks,The Astrophysical Journal,success
Impact of dark matter distribution on neutron star properties,Physical Review D,success
"Deep radio interferometric search for decametre radio emission from the exoplanet Tau Bo\""otis b",Astronomy and Astrophysics,success
Constraints on Primordial Magnetic Fields from the Lyman-{\alpha} forest,Physical Review Letters,success
Goku: A 10-Parameter Simulation Suite for Cosmological Emulation,Physical Review D,success
VLA+VLBA to ngVLA Transition Option Concepts,arXiv e-prints,success
Modeling the Impact of Moderate External UV Irradiation on Disk Chemistry,The Astrophysical Journal,success
SkyReconNet: A Deep Learning Inpainting Approach for Enhanced CMB Map Reconstruction,Physical Review D,success
Long-lived Habitable Zones around White Dwarfs undergoing Neon-22 Distillation,arXiv e-prints,success
The Missing Link of Sulfur Chemistry in TMC-1: The Detection of c-C3H2S from the GOTHAM Survey,The Astrophysical Journal,success
The TESS-Keck Survey XXIV: Outer Giants may be More Prevalent in the Presence of Inner Small Planets,The Astronomical Journal,success
Determination of galaxy photometric redshifts using Conditional Generative Adversarial Networks (CGANs),arXiv e-prints,success
Study Self-lensing/Eclipsing Signals in Edge-on Double White-Dwarf Systems,The Astronomical Journal,success
Comparison of Equations of State for Neutron Stars with First-Order Phase Transitions: A Qualitative Study,The Astrophysical Journal,success
Optimization of x-ray event screening using ground and in-orbit data for the Resolve instrument onboard the XRISM satellite,"Journal of Astronomical Telescopes, Instruments, and Systems",success
Probing Signals of Self-Interacting Dark Matter Core Collapse in \textsc{Hi}-Rich Galaxies,Physics of the Dark Universe,success
Open-source Flux Transport (OFT). I. HipFT -- High-performance Flux Transport,The Astrophysical Journal Supplement Series,success
Hierarchical Bayesian estimation of population-level torque law parameters from anomalous pulsar braking indices,Monthly Notices of the Royal Astronomical Society,success
An Interpretable Machine Learning Approach to Understanding the Relationships between Solar Flares and Source Active Regions,arXiv e-prints,success
Euclid: Galaxy morphology and photometry from bulge-disc decomposition of Early Release Observations,arXiv e-prints,success
Forecasting and Analysis of Solar Energetic Particle Radiation Storms,arXiv e-prints,success
Comparative Analysis of Black Hole Mass Estimation in Type-2 AGNs: Classical vs. Quantum Machine Learning and Deep Learning Approaches,arXiv e-prints,success
Status of early dark energy after DESI: the role of $Ω_m$ and $r_s H_0$,Physics of the Dark Universe,success
Forecasting the performance of the Minimally Informed foreground cleaning method for CMB polarization observations,Physical Review D,success
Machine Learning in Stellar Astronomy: Progress up to 2024,arXiv e-prints,success
High-redshift quasars at $z \geq 3$ -- III. Parsec-scale jet properties from VLBI observations,Universe,success
Dynamical dark energy with AdS-to-dS and dS-to-dS transitions: Implications for the $H_0$ tension,arXiv e-prints,success
A Millimeter-Wave Photometric Camera for Long-Range Imaging Through Optical Obscurants Using Kinetic Inductance Detectors,Review of Scientific Instruments,success
MHD Modeling of the Near-Sun Evolution of Coronal Mass Ejection Initiated from a Sheared Arcade,Monthly Notices of the Royal Astronomical Society,success
A primordial origin to cosmic tensions: towards a joint solution to the $H_0$ and $S_8$ tensions with early dark energy and scale-dependent primordial non-Gaussianities,Journal of Cosmology and Astroparticle Physics,success
Super-Eddington Accretion in Quasars,Universe,success
GalactiKit: reconstructing mergers from $z=0$ debris using simulation-based inference in Auriga,Monthly Notices of the Royal Astronomical Society,success
Primordial full bispectra from the general bounce cosmology,Journal of Cosmology and Astroparticle Physics,success
The GammaTPC Gamma-Ray Telescope Concept,arXiv e-prints,success
Astronomical image denoising by self-supervised deep learning and restoration processes,Nature Astronomy,success
Infrared spectroscopy of astrophysical ice analogs at oblique angles,Monthly Notices of the Royal Astronomical Society,success
Resolving spatial and temporal shock structures using LOFAR observations of type II radio bursts,Astronomy and Astrophysics,success
A benchmark analysis of saliency-based explainable deep learning methods for the morphological classification of radio galaxies,arXiv e-prints,success
