title,ads_bibcode,affiliations,total_citations,non_self_citations,status
Detection of Compton scattering in the jet of 3C 84,2025ApJ...994L...9L,"Liodakis, Ioannis: Institute of Astrophysics, Foundation for Research and Technology—Hellas, Voutes, 70013 Heraklion, Greece; Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany; Chakraborty, Sudip: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Marin, Frédéric: Université de Strasbourg, CNRS, Observatoire Astronomique de Strasbourg, UMR 7550, 67000 Strasbourg, France; Ehlert, Steven R.: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Barnouin, Thibault: Université de Strasbourg, CNRS, Observatoire Astronomique de Strasbourg, UMR 7550, 67000 Strasbourg, France; Kouch, Pouya M.: Finnish Centre for Astronomy with ESO (FINCA), 20014 University of Turku, Finland; Department of Physics and Astronomy, 20014, University of Turku, Finland; Nilsson, Kari: Finnish Centre for Astronomy with ESO (FINCA), 20014 University of Turku, Finland; Lindfors, Elina: Department of Physics and Astronomy, Quantum, Vesilinnantie 5, FI-20014, University of Turku, Finland; Pursimo, Tapio: Nordic Optical Telescope, Apartado 474, E-38700 Santa Cruz de La Palma, Santa Cruz de Tenerife, Spain; Department of Physics and Astronomy, Aarhus University, Munkegade 120, DK-8000 Aarhus C, Denmark; Paraschos, Georgios F.: Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany; Middei, Riccardo: Space Science Data Center, Agenzia Spaziale Italiana, Via del Politecnico snc, I-00133 Roma, Italy; INAF Osservatorio Astronomico di Roma, Via Frascati 33, 00078 Monte Porzio Catone (RM), Italy; Center for Astrophysics ∣ Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA; Trindade Falcão, Anna: Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, USA; NASA-Goddard Space Flight Center, Code 662, Greenbelt, MD 20771, USA; Jorstad, Svetlana: Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA; Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Agudo, Iván: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain; Kovalev, Yuri Y.: Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany; Casey, Jacob J.: Department of Physics and Astronomy and Space Science Center, University of New Hampshire, Durham, NH 03824, USA; Di Gesu, Laura: ASI—Agenzia Spaziale Italiana, Via del Politecnico snc, 00133 Roma, Italy; Kaaret, Philip: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Kim, Dawoon E.: INAF, Istituto di Astrofisica e Planetologia Spaziali, Via Fosso del Cavaliere 100, 00133 Roma, Italy; Kislat, Fabian: Department of Physics and Astronomy and Space Science Center, University of New Hampshire, Durham, NH 03824, USA; Ratheesh, Ajay: INAF, Istituto di Astrofisica e Planetologia Spaziali, Via Fosso del Cavaliere 100, 00133 Roma, Italy; Physical Research Laboratory, Thaltej, Ahmedabad, Gujarat 380009, India; Saade, M. Lynne: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Science &amp; Technology Institute, Universities Space Research Association, 320 Sparkman Drive, Huntsville, AL 35805, USA; Tombesi, Francesco: Dipartimento di Fisica, Universitá degli Studi di Roma ""Tor Vergata, ,"" Via della Ricerca Scientifica 1, 00133 Roma, Italy; Istituto Nazionale di Fisica Nucleare, Sezione di Roma ""Tor Vergata,"" Via della Ricerca Scientifica 1, 00133 Roma, Italy; Marscher, Alan: Institute for Astrophysical Research, Boston University, 725 Commonwealth Avenue, Boston, MA 02215, USA; José Aceituno, Francisco: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; Bonnoli, Giacomo: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; INAF Osservatorio Astronomico di Brera, Via E. Bianchi 46, 23807 Merate (LC), Italy; Casanova, Víctor: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; Emery, Gabriel: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; Escudero Pedrosa, Juan: Center for Astrophysics ∣ Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA; Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain; Morcuende, Daniel: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; Otero-Santos, Jorge: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, E-18008 Granada, Spain; Istituto Nazionale di Fisica Nucleare, Sezione di Padova, 35131 Padova, Italy; Sota, Alfredo: Instituto de Astrofísica de Andalucía, IAA-CSIC, Glorieta de la Astronomía s/n, 18008 Granada, Spain; Piirola, Vilppu: Department of Physics and Astronomy, 20014, University of Turku, Finland; Bachev, Rumen: Institute of Astronomy and NAO, Bulgarian Academy of Sciences, 1784 Sofia, Bulgaria; Strigachev, Anton: Institute of Astronomy and NAO, Bulgarian Academy of Sciences, 1784 Sofia, Bulgaria; Borman, George A.: Crimean Astrophysical Observatory RAS, P/O Nauchny, 298409, Crimea, †; Grishina, Tatiana S.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Hagen-Thorn, Vladimir A.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Kopatskaya, Evgenia N.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Larionova, Elena G.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Morozova, Daria A.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Savchenko, Sergey S.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Pulkovo Observatory, St. Petersburg, 196140, Russia; Shishkina, Ekaterina V.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Troitskiy, Ivan S.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Troitskaya, Yulia V.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Vasilyev, Andrey A.: Saint Petersburg State University, 7/9 Universitetskaya nab., St. Petersburg, 199034, Russia; Zhovtan, Alexey V.: Crimean Astrophysical Observatory RAS, P/O Nauchny, 298409, Crimea, †; Myserlis, Ioannis: Institut de Radioastronomie Millimétrique, Avenida Divina Pastora, 7, Local 20, E-18012 Granada, Spain; Gurwell, Mark: Center for Astrophysics ∣ Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA; Keating, Garrett: Center for Astrophysics ∣ Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA; Rao, Ramprasad: Center for Astrophysics ∣ Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA 02138, USA; Kang, Sincheol: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; Lee, Sang-Sung: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea, 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea; Kim, Sanghyun: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; Yeon Cheong, Whee: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; Jeong, Hyeon-Woo: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea, 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea; Song, Chanwoo: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea, 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea; Li, Shan: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea, 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea; Nam, Myeong-Seok: Korea Astronomy and Space Science Institute, 776 Daedeok-daero, Yuseong-gu, Daejeon 34055, Republic of Korea; University of Science and Technology, Korea, 217 Gajeong-ro, Yuseong-gu, Daejeon 34113, Republic of Korea; Álvarez-Ortega, Diego: Institute of Astrophysics, Foundation for Research and Technology—Hellas, Voutes, 70013 Heraklion, Greece; Department of Physics, University of Crete, 70013, Heraklion, Greece; Casadio, Carolina: Institute of Astrophysics, Foundation for Research and Technology—Hellas, Voutes, 70013 Heraklion, Greece; Department of Physics, University of Crete, 70013, Heraklion, Greece; Angelakis, Emmanouil: Section of Astrophysics, Astronomy &amp; Mechanics, Department of Physics, National and Kapodistrian University of Athens, Panepistimiopolis Zografos 15784, Greece; Kraus, Alexander: Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany; Jormanainen, Jenni: Finnish Centre for Astronomy with ESO (FINCA), 20014 University of Turku, Finland; Department of Physics and Astronomy, Quantum, Vesilinnantie 5, FI-20014, University of Turku, Finland; Fallah Ramazani, Vandad: Finnish Centre for Astronomy with ESO (FINCA), 20014 University of Turku, Finland; Aalto University Metsähovi Radio Observatory, Metsähovintie 114, FI-02540 Kylmälä, Finland; Chen, Chien-Ting: Science and Technology Institute, Universities Space Research Association, Huntsville, AL 35805, USA; Costa, Enrico: INAF Istituto di Astrofisica e Planetologia Spaziali, Via del Fosso del Cavaliere 100, 00133 Roma, Italy; Churazov, Eugene: Max Planck Institute for Astrophysics, Karl-Schwarzschild-Str. 1, D-85741 Garching, Germany; Ferrazzoli, Riccardo: INAF Istituto di Astrofisica e Planetologia Spaziali, Via del Fosso del Cavaliere 100, 00133 Roma, Italy; Galanti, Giorgio: INAF, Istituto di Astrofisica Spaziale e Fisica Cosmica di Milano, Via Alfonso Corti 12, I-20133 Milano, Italy; Khabibullin, Ildar: Max Planck Institute for Astrophysics, Karl-Schwarzschild-Str. 1, D-85741 Garching, Germany; Universitäts-Sternwarte, Fakultät fuer Physik, Ludwig-Maximilians-Universität Muenchen, Scheinerstr.1, 81679 Muenchen, Germany; O'Dell, Stephen L.: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Pacciani, Luigi: INAF, Istituto di Astrofisica e Planetologia Spaziali, Via Fosso del Cavaliere, 100—I-00133 Rome, Italy; Roncadelli, Marco: INFN, Sezione di Pavia, Via A. Bassi 6, 27100 Pavia, Italy; Roberts, Oliver J.: Science and Technology Institute, Universities Space Research Association, Huntsville, AL 35805, USA; Soffitta, Paolo: INAF Istituto di Astrofisica e Planetologia Spaziali, Via del Fosso del Cavaliere 100, 00133 Roma, Italy; Swartz, Douglas A.: Science and Technology Institute, Universities Space Research Association, Huntsville, AL 35805, USA; Tavecchio, Fabrizio: INAF Osservatorio Astronomico di Brera, Via E. Bianchi 46, 23807 Merate (LC), Italy; Weisskopf, Martin C.: NASA Marshall Space Flight Center, Huntsville, AL 35812, USA; Zhuravleva, Irina: Department of Astronomy and Astrophysics, The University of Chicago, Chicago, IL 60637, USA",0,0,success
Early X-ray emission of short Gamma-Ray Bursts: insights into physics and multi-messenger prospects,2025arXiv251016108I,,0,0,success
The ALPINE-CRISTAL-JWST Survey: The Fast Metal Enrichment of Massive Galaxies at z~5,2025arXiv251016106F,,3,2,success
Surprise non-detection of Upsilon Andromedae b with MIRC-X and MYSTIC at the CHARA Array,2026AJ....171...30G,"Gardner, Tyler: Astrophysics Group, Department of Physics &amp; Astronomy, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK; Monnier, John D.: Astronomy Department, University of Michigan, Ann Arbor, MI 48109, USA; Kraus, Stefan: Astrophysics Group, Department of Physics &amp; Astronomy, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK; Rauscher, Emily: Astronomy Department, University of Michigan, Ann Arbor, MI 48109, USA; Malsky, Isaac: Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA 91109, USA; Le Bouquin, Jean-Baptiste: Institut de Planetologie et d'Astrophysique de Grenoble, Grenoble 38058, France; Anugu, Narsireddy: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA 91203, USA; Chhabra, Sorabh: Astrophysics Group, Department of Physics &amp; Astronomy, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK; Codron, Isabelle: Astrophysics Group, Department of Physics &amp; Astronomy, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK; Davies, Claire L.: Astrophysics Group, Department of Physics &amp; Astronomy, University of Exeter, Stocker Road, Exeter, EX4 4QL, UK; Ibrahim, Noura: Astronomy Department, University of Michigan, Ann Arbor, MI 48109, USA; Lanthermann, Cyprien: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA 91203, USA; Schaefer, Gail: The CHARA Array of Georgia State University, Mount Wilson Observatory, Mount Wilson, CA 91203, USA; Setterholm, Benjamin R.: Max-Planck-Institut für Astronomie, Heidelberg, Germany",1,0,success
The SDSS-V Black Hole Mapper Reverberation Mapping Project: Light Echoes of the Coronal Line Region in a Luminous Quasar,2025arXiv251016099S,,0,0,success
Ultracool dwarf Science with MachIne LEarning (USMILE). I. Scalable Tree-Based Models for Photometric Spectral Classification and New Discoveries from LSST Data Preview 1 and Euclid Quick Data Release 1,2025AJ....170..360Z,"Zhang, Zhoujian: Department of Physics &amp; Astronomy, University of Rochester, Rochester, NY 14627, USA; Li, Yanxia: Amazon.com, Inc., 410 Terry Ave N, Seattle, WA 98109, USA",0,0,success
Trade-off Analysis for Lunar Augmented Navigation Service (LANS) Constellation Design,2025arXiv251016030I,,0,0,success
A merger within a merger: Chandra pinpoints the short GRB 230906A in a peculiar environment,2025arXiv251015867D,,0,0,success
From Localization to Discovery: Bayesian Ranking of Electromagnetic Counterparts to Gravitational-Wave Events,2025arXiv251015836A,,1,1,success
Constraints on neutrino mass and dark energy agnostic to the sound horizon,2025arXiv251015835S,,2,2,success
Multiwavelength analysis of polarized light in HD 100453,2025A&A...702A..78M,"Ma, J.: Univ. Grenoble Alpes, CNRS, IPAG, 38000, Grenoble, France; Institute for Particle Physics and Astrophysics, ETH Zurich, Wolfgang Pauli Strasse 17, 8093, Zurich, Switzerland;; Tazaki, R.: Department of Earth Science and Astronomy, The University of Tokyo, Tokyo, 153-8902, Japan; Univ. Grenoble Alpes, CNRS, IPAG, 38000, Grenoble, France;; Schmid, H. M.: Institute for Particle Physics and Astrophysics, ETH Zurich, Wolfgang Pauli Strasse 17, 8093, Zurich, Switzerland;; Duchêne, G.: Univ. Grenoble Alpes, CNRS, IPAG, 38000, Grenoble, France; Astronomy Department, University of California Berkeley, Berkeley, CA, 94720-3411, USA; Dominik, C.: Anton Pannekoek Institute for Astronomy, University of Amsterdam, Science Park 904, 1098XH, Amsterdam, The Netherlands; Ginski, C.: School of Natural Sciences, Center for Astronomy, University of Galway, Galway, H91 CF50, Ireland; Ménard, F.: Univ. Grenoble Alpes, CNRS, IPAG, 38000, Grenoble, France",0,0,success
Very Massive Stars and High N/O: A Tale of the Nitrogen-enriched Super Star Cluster in the Sunburst Arc,2025arXiv251015823S,,1,1,success
The kinetic Sunyaev Zeldovich effect as a benchmark for AGN feedback models in hydrodynamical simulations: insights from DESI + ACT,2025arXiv251015822B,,6,3,success
The ALPINE-CRISTAL-JWST Survey: JWST/IFU Optical Observations for 18 Main-Sequence Galaxies at z=4-6,2025arXiv251016111F,,4,3,success
TOI-283 b: A transiting mini-Neptune in a 17.6-day orbit discovered with TESS and ESPRESSO,2025A&A...703A.201M,"Murgas, F.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain;; Pallé, E.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain;; Suárez Mascareño, A.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain;; Korth, J.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland; Lund Observatory, Division of Astrophysics, Department of Physics, Lund University, Box 118, 22100, Lund, Sweden;; Pozuelos, F. J.: Instituto de Astrofísica de Andalucía (IAA-CSIC), Glorieta de la Astronomía s/n, 18008, Granada, Spain;; Hobson, M. J.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Lavie, B.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Lovis, C.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Sousa, S. G.: Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal;; Bossini, D.: Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal; Parviainen, H.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain;; Castro-González, A.: Centro de Astrobiología, CSIC-INTA, Camino Bajo del Castillo s/n, 28692, Villanueva de la Cañada, Madrid, Spain;; Adibekyan, V.: Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal; Departamento de Física e Astronomia, Faculdade de Ciências, Universidade do Porto, Rua do Campo Alegre, 4169-007, Porto, Portugal;; Allende Prieto, C.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain; Alibert, Y.: Physics Institute of University of Bern, Gesellschafts strasse 6, 3012, Bern, Switzerland; Bouchy, F.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland; Briceño, C.: SOAR Telescope/NSF NOIRLab, Casilla 603, La Serena, Chile;; Caldwell, D. A.: SETI Institute, Mountain View, CA 94043 USA/NASA Ames Research Center, Moffett Field, CA, 94035, USA;; Ciardi, D.: NASA Exoplanet Science Institute, Caltech/IPAC, Mail Code 100-22, 1200 E. California Blvd., Pasadena, CA, 91125, USA;; Clark, C.: NASA Exoplanet Science Institute, Caltech/IPAC, Mail Code 100-22, 1200 E. California Blvd., Pasadena, CA, 91125, USA;; Collins, K. A.: Center for Astrophysics | Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA, 02138, USA;; Collins, K. I.: George Mason University, 4400 University Drive, Fairfax, VA, 22030, USA;; Cristiani, S.: INAF ─ Osservatorio Astronomico di Trieste, Via Tiepolo 11, 34143, Trieste, Italy;; Dumusque, X.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Ehrenreich, D.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Figueira, P.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland; Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal;; Furlan, E.: NASA Exoplanet Science Institute, Caltech/IPAC, Mail Code 100-22, 1200 E. California Blvd., Pasadena, CA, 91125, USA;; Génova Santos, R.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain; Gnilka, C.: NASA Ames Research Center, Moffett Field, CA, 94035, USA; González Hernández, J. I.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain;; Hartman, Z.: Gemini Observatory/NSF's NOIRLab, 670 A'ohoku Place, Hilo, HI, 96720, USA; Howell, S. B.: NASA Ames Research Center, Moffett Field, CA, 94035, USA; Jenkins, J. M.: NASA Ames Research Center, Moffett Field, CA, 94035, USA;; Law, N.: Department of Physics and Astronomy, The University of North Carolina at Chapel Hill, Chapel Hill, NC, 27599-3255, USA; Littlefield, C.: Bay Area Environmental Research Institute, Moffett Field, CA, 94035, USA; NASA Ames Research Center, Moffett Field, CA, 94035, USA;; Lo Curto, G.: European Southern Observatory, Av. Alonso de Cordova, 3107, Vitacura, Santiago de Chile, Chile;; Mann, A. W.: Department of Physics and Astronomy, The University of North Carolina at Chapel Hill, Chapel Hill, NC, 27599-3255, USA; Martins, C. J. A. P.: Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal; Centro de Astrofísica da Universidade do Porto, Rua das Estrelas, 4150-762, Porto, Portugal;; Mehner, A.: European Southern Observatory, Av. Alonso de Cordova, 3107, Vitacura, Santiago de Chile, Chile;; Micela, G.: INAF ─ Osservatorio Astronomico di Palermo, Piazza del Parlamento 1, 90134, Palermo, Italy; Molaro, P.: INAF ─ Osservatorio Astronomico di Trieste, Via Tiepolo 11, 34143, Trieste, Italy; Nunes, N. J.: Instituto de Astrofísica e Ciências do Espaço, Faculdade de Ciências da Universidade de Lisboa, Campo Grande, 1749-016, Lisboa, Portugal; Pepe, F.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Rebolo, R.: Instituto de Astrofísica de Canarias (IAC), E-38205, La Laguna, Tenerife, Spain; Departamento de Astrofísica, Universidad de La Laguna (ULL), 38206, La Laguna, Tenerife, Spain; Consejo Superior de Investigaciones Científicas (CSIC), 28006, Madrid, Spain;; Relles, H. M.: Center for Astrophysics | Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA, 02138, USA;; Santos, N. C.: Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762, Porto, Portugal; Departamento de Física e Astronomia, Faculdade de Ciências, Universidade do Porto, Rua do Campo Alegre, 4169-007, Porto, Portugal;; Scott, N. J.: NASA Ames Research Center, Moffett Field, CA, 94035, USA; Seager, S.: Department of Physics and Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA; Department of Earth, Atmospheric and Planetary Sciences, Massachusetts Institute of Technology, Cambridge, MA, 02139, USA; Department of Aeronautics and Astronautics, MIT, 77 Massachusetts Avenue, Cambridge, MA, 02139, USA;; Sozzetti, A.: INAF ─ Osservatorio Astrofisico di Torino, Strada Osservatorio, 20 10025, Pino Torinese (TO), Italy;; Udry, S.: Observatoire Astronomique de l'Université de Genève, Chemin Pegasi 51b, 1290, Versoix, Switzerland;; Watkins, C. N.: Center for Astrophysics | Harvard &amp; Smithsonian, 60 Garden Street, Cambridge, MA, 02138, USA; Winn, J. N.: Department of Astrophysical Sciences, Princeton University, Princeton, NJ, 08544, USA;; Zapatero Osorio, M. R.: Centro de Astrobiología, CSIC-INTA, Camino Bajo del Castillo s/n, 28692, Villanueva de la Cañada, Madrid, Spain;; Ziegler, C.: Department of Physics, Engineering and Astronomy, Stephen F. Austin State University, 1936 North St, Nacogdoches, TX, 75962, USA",0,0,success
