s2_id,S2_Title,S2_Citations,S2_NonSelfCitations
ARXIV:2506.04199,Abundance Effects from Protoplanetary Disk Outflows,1,1
ARXIV:2506.04198,Interlinking internal and external magnetic fields of relativistically rotating neutron stars,0,0
ARXIV:2506.04196,Lense-Thirring Precession Modulates Repeated Lensing of Continues Gravitational Wave Source from AGN Disks,1,1
ARXIV:2506.04186,A Correlation Between FRB Dispersion Measure and Foreground Large-Scale Structure,1,1
ARXIV:2506.04184,Core-collapse supernova parameter estimation with the upcoming Vera C. Rubin Observatory,0,0
ARXIV:2506.04175,Global Kinetic Simulations of Monster Shocks and Their Emission,0,0
ARXIV:2506.04164,A Resonant Beginning for the Solar System’s Terrestrial Planets,1,1
ARXIV:2506.04162,The effective running Hubble constant in SNe Ia as a marker for the dark energy nature,6,6
ARXIV:2506.04333,Uncalibrated Cosmic Standards as a Robust Test on Late-time Cosmological Models,3,3
ARXIV:2506.04138,COSMOS-Web: Estimating Physical Parameters of Galaxies Using Self-Organizing Maps,0,0
ARXIV:2506.04334,Numerical evolution of self-gravitating halos of self-interacting dark matter,2,2
ARXIV:2506.04337,Long Term Reverberation Mapping of Iron Coronal Lines in MKN 110,1,1
ARXIV:2506.04486,Using the Coolest Ae Stars to Constrain Circumstellar Disk Viscosity,2,2
ARXIV:2506.04483,"Centaur Nuclei: Sizes, Shapes, Spins, and Structure",0,0
ARXIV:2506.04465,Flare frequency in M dwarfs belonging to young moving groups,0,0
ARXIV:2506.04460,Mapping the reddening plane in the Galactic disk through interstellar extinction of open clusters,0,0
ARXIV:2506.04457,A systematic search for AGN obscuration variability in the Chandra archive,0,0
ARXIV:2506.04440,The Age and High-energy Environment of the Very Young Transiting Exoplanet TOI 1227b,0,0
ARXIV:2506.04415,Modelling shadows in scattered light observations as signals from companions in protoplanetary discs,0,0
ARXIV:2506.04414,Detailed Time-resolved Spectral and Temporal Investigations of SGR J1550–5418 Bursts Detected with Fermi Gamma-Ray Burst Monitor,0,0
ARXIV:2506.04402,Cosmology Constraints from Type Ia Supernova Simulations of the Nancy Grace Roman Space Telescope Strategy Recommended by the High-Latitude Time Domain Survey Definition Committee,2,2
ARXIV:2506.04387,A novel test of gravity: Does spacetime geometry track matter density?,0,0
ARXIV:2506.04371,Precise timing analysis of four magnetic cataclysmic variables with TESS,0,0
ARXIV:2506.04369,Mergers and Recoil in Triple Massive Black Hole Systems from Illustris,1,1
ARXIV:2506.04366,An Intermittent Model for the $1/f$ Spectrum in the Pristine Solar Wind,0,0
ARXIV:2506.04361,ViT-based Local Volume Dwarf Galaxy Identification (VIDA) in the CSST survey,0,0
ARXIV:2506.04350,JWST Insights into Narrow-line Little Red Dots,3,3
ARXIV:2506.04348,Planet Earth in reflected and polarized light. II. Refining contrast estimates for rocky exoplanets with ELT and HWO,0,0
ARXIV:2506.04347,The QPO in RE J1034+396 Originates in the Hot Corona,0,0
ARXIV:2506.04340,"A large, chemically enriched, neutral gas reservoir in a galaxy at z = 6.782",0,0
ARXIV:2506.04339,Savage-Dickey density ratio estimation with normalizing flows for Bayesian model comparison,1,1
ARXIV:2506.04336,Simulation-based inference of galaxy properties from JWST pixels,1,1
ARXIV:2506.04136,TESS Science Processing Operations Center Photometric Precision Archival Product,1,1
ARXIV:2506.04130,"The Near-Centaur Environment: Satellites, Rings, and Debris",0,0
ARXIV:2506.04119,Exploring over 700 massive quiescent galaxies at z = 2–7: Demographics and stellar mass functions,1,1
ARXIV:2506.03624,Peering through the veil: Investigating protoplanetary disk outer edges using backside visibility,1,1
ARXIV:2506.03597,The NANOGrav 15-Year Data Set: A Case Study for Simplified Dispersion Measure Modeling for PSR J1455-3330 and the Impact on Gravitational Wave Sensitivity,0,0
ARXIV:2506.03581,Gravitational waves from core-collapse supernovae with no electromagnetic counterparts,2,2
ARXIV:2506.03564,Do they repeat? Monitoring 36 non-repeating FRBs with FAST,2,2
ARXIV:2506.03547,Intrinsic cross-polarization ratio maps from all-sky observations with the SKA-Low prototype station Aperture Array Verification System 2,0,0
ARXIV:2506.03540,Changing-look Active Galactic Nuclei: A Study of Optical/UV and the Highly Ionized Fe Kα X-Ray Line Flux Variations Using Photoionization Simulations,0,0
ARXIV:2506.03539,Germanium Atomic Compton Scattering Measurements and ${ab}$ ${initio}$ Many-Body Calculations: Implications for Electronic recoil Dark Matter Detection,0,0
ARXIV:2506.03536,Constraining the Baryon Fraction in the Intergalactic Medium with 92 localized Fast Radio Bursts,2,2
ARXIV:2506.03511,POLARIS: A High-contrast Polarimetric Imaging Benchmark Dataset for Exoplanetary Disk Representation Learning,0,0
ARXIV:2506.03412,Late gas released in the young Kuiper belt could have significantly contributed to the carbon enrichment of the atmospheres of Neptune and Uranus,0,0
ARXIV:2506.03390,The Roman View of Strong Gravitational Lenses,2,2
ARXIV:2506.03359,Lens Based Kinetic Inductance Detectors With Distributed Dual Polarized Absorbers for Far Infrared Space-Based Astronomy,2,2
ARXIV:2506.03354,The galaxy-AGN scaling relations over 13 billion years in SHARK v2.0 (I): SMBH masses,0,0
ARXIV:2506.03349,Effectiveness of stacks in the stacked Hilbert-Huang transform,0,0
ARXIV:2506.03327,A limit on the mass of the Taurid Resonant Swarm at sub-100 meter sizes,2,2
ARXIV:2506.03322,Dynamical mass of the Serpens intermediate-mass young stellar system EC 95 with DYNAMO–VLBA,1,1
ARXIV:2506.03306,COSMOS-Web: MIRI Data Reduction and Number Counts at 7.7 μm Using JWST,6,6
ARXIV:2506.03305,Geomagnetic Storms and Satellite Orbital Decay,0,0
ARXIV:2506.03299,"The NASA Exoplanet Archive and Exoplanet Follow-up Observing Program: Data, Tools, and Usage",5,5
ARXIV:2506.03641,A Multi-wavelength Characterization of the 2023 Outburst of MAXI J1807+132: Manifestations of Disk Instability and Jet Emission,0,0
ARXIV:2506.03678,Searching for Dark Galaxies with H I Detection from the Arecibo Legacy Fast ALFA (ALFALFA) Survey,1,1
ARXIV:2506.03721,GRAVITY+ adaptive optics (GPAO) tests in Europe,0,0
ARXIV:2506.03768,Cosmic ray and plasma coupling for isothermal supersonic turbulence in the magnetized interstellar medium,0,0
ARXIV:2506.04111,Dynamically derived morphology from the recurrence patterns of close binary stars using Kepler data,0,0
ARXIV:2506.04109,The 157 Month Swift/BAT All-sky Hard X-Ray Survey,4,4
ARXIV:2506.04101,Investigating the Hi distribution and kinematics of ESO444-G084 and [KKS2000]23: New insights from the MHONGOOSE survey,0,0
ARXIV:2506.04100,Deep Neural Networks Hunting Ultra-Light Dark Matter,0,0
ARXIV:2506.04074,Probing the sensitivity of CTAO-N LSTs observations at large zenith angles to the multi-TeV gamma-ray emission from the inner 10 parsecs of the Galactic Center,0,0
ARXIV:2506.04066,"Europium, we have a problem. Modelling r-process enrichment across Local Group galaxies",0,0
ARXIV:2506.04031,Brightest group galaxies in COSMOS-Web: Evolution of the size–mass relation since z = 3.7,0,0
ARXIV:2506.04014,Time domain astrophysics with transient sources. Delay estimate via Cross Correlation Function techniques,0,0
ARXIV:2506.04004,Lonely Little Red Dots: Challenges to the Active Galactic Nucleus Nature of Little Red Dots through Their Clustering and Spectral Energy Distributions,4,4
ARXIV:2506.04532,Single-pulse-based Interstellar Scintillation Studies of RRATs,1,1
ARXIV:2506.03970,A Relativistic Jet in the Radio Quiet AGN Mrk 110,0,0
ARXIV:2506.03958,A tale of two shocks,0,0
ARXIV:2506.03955,Test of Conformal Gravity as an Alternative to Dark Matter from the Observations of Elliptical Galaxies,1,1
ARXIV:2506.03904,Gravothermal expansion of dwarf spheroidal galaxies heated by dark subhaloes,1,1
ARXIV:2506.03900,L-BASS: A project to produce an absolutely calibrated 1.4 GHz sky map. II - Technical Description of the System,0,0
ARXIV:2506.03888,Jet Feedback on kpc Scales: A Review,1,1
ARXIV:2506.03836,An independent estimate of H(z) at z = 0.5 from the stellar ages of brightest cluster galaxies,1,1
ARXIV:2506.03825,Spatiotemporal evolution of UV pulsations and their connection to 3D magnetic reconnection and particle acceleration,4,4
ARXIV:2506.03810,Molecular Dynamics Simulations on Nuclear Recoils in Silicon Crystals towards Single Electron-Hole Pair Ionization Yields,0,0
ARXIV:2506.03774,Probing the accretion geometry of black hole X-ray binaries: A multi-mission spectro-polarimetric and timing study,1,1
ARXIV:2506.03969,Differentiable Fuzzy Cosmic-Web for Field Level Inference,0,0
ARXIV:2506.08065,Dynamic Diffusion Schrödinger Bridge in Astrophysical Observational Inversions,0,0
ARXIV:2506.02586,Time Path of Turbulence and Multi-Fractality of Magnetic Field in the Evolution of an Active Region,0,0
ARXIV:2506.08077,JWST interferometric imaging reveals the dusty disk obscuring the supermassive black hole of the Circinus galaxy,0,0
ARXIV:2506.11966,A solution to the tension of burning on neutron stars and nuclear physics,0,0
ARXIV:2506.11943,Calibrating baryonic effects in cosmic shear with external data in the LSST era,3,3
ARXIV:2506.11935,MIGHTEE-H i: The direct detection of neutral hydrogen in galaxies at z > 0.25,2,2
ARXIV:2506.11931,Effective supernova dust yields from rotating and non-rotating stellar progenitors,1,1
ARXIV:2506.11915,A Hyperactive Fast Radio Burst Pinpointed in an SMC-like Satellite Host Galaxy,1,1
ARXIV:2506.11888,Insights from a 30-Year international Partnership on Astronomical Archives,0,0
ARXIV:2506.11854,Magnetic Field in the Lobes of the Seyfert Galaxy NGC 3516: Suggestions of a Helical Field,0,0
ARXIV:2506.11853,On the prospects of thermalization of axion-SU(2) inflation,1,1
ARXIV:2506.11846,"An Ultra-Faint, Chemically Primitive Galaxy Forming at the Epoch of Reionization",4,4
ARXIV:2506.11845,Chemo-dynamics of the stellar component of the Sculptor dwarf galaxy. II. Dynamical properties and dark matter halo density,2,2
ARXIV:2506.11840,"Stellar Velocity Dispersion versus Age: Consistency across Observations and Simulations, with the Milky Way as an Outlier",0,0
ARXIV:2506.11826,Testing Quasi-Linear Coasting Cosmologies with Late-Time Large-Scale Structure Growth,0,0
ARXIV:2506.11797,InflationEasy: A C++ Lattice Code for Inflation,2,2
ARXIV:2506.11795,Ultraslow-roll inflation on the lattice. II. Nonperturbative curvature perturbation,5,5
ARXIV:2506.11792,The Karl G. Jansky Very Large Array Local Group L-Band Survey (LGLBS),2,2
ARXIV:2506.11758,Reconstruction of dark energy and late-time cosmic expansion using the Weighted Function Regression method,15,15
ARXIV:2506.11715,Simulating realistic radio continuum survey maps with diffusion models,0,0
ARXIV:2506.11713,"Average solar active region. I. Intensities, velocities, and the photospheric magnetic field",1,1
ARXIV:2506.11709,"Inner disc and circumplanetary material in the PDS 70 system: Insights from multi-epoch, multi-frequency ALMA observations",0,0
ARXIV:2506.11972,JWST Spectroscopy of a Blue Binary Cold Classical Kuiper Belt Object,1,1
ARXIV:2506.11693,Gapless neutron superfluidity in the crust of the accreting neutron stars KS 1731−260 and MXB 1659−29,3,3
ARXIV:2506.11998,Spot-crossing Variations Confirm a Misaligned Orbit for a Planet Transiting an M Dwarf,1,1
ARXIV:2506.12121,The Population of NuSTAR Black Hole X-Ray Binaries,3,3
ARXIV:2506.12305,Pulsar Sparking: What if mountains on the surface?,0,0
ARXIV:2506.12294,Intense Hard X-Ray Emissions in C-class Flares: A Statistical Study with ASO-S/HXI Data,0,0
ARXIV:2506.12272,"Polarization Studies of Black Widows PSRs B1957+20, J2055+3829 and J1544+4937",1,1
ARXIV:2506.12230,Statistical Machine Learning for Astronomy - A Textbook,0,0
ARXIV:2506.12221,Effective Viscosity in the Intracluster Medium During Magnetic Field Amplification via Turbulent Dynamo,0,0
ARXIV:2506.12205,Morphology across cosmic time: assessing the evolution and interplay of disk and bulge-dominated galaxies in the CANDELS survey,0,0
ARXIV:2506.12175,PEARLS: Twenty-One Transients Found in the Three-Epoch NIRCam Observations in the Continuous Viewing Zone of the James Webb Space Telescope,0,0
ARXIV:2506.12144,The Detection-versus-retrieval Challenge: Titan as an Exoplanet,2,2
ARXIV:2506.12141,A big red dot at cosmic noon,1,1
ARXIV:2506.12140,Hubble's Multi-Year Search for Exospheres in the TRAPPIST-1 System Reveals Frequent Microflares,0,0
ARXIV:2506.12136,The Star Formation in Radio Survey: Adding 90 GHz Data to 3–33 GHz Observations of Star-forming Regions in Nearby Galaxies,0,0
ARXIV:2506.12135,"Luminous, rapidly declining supernovae as stripped transitional objects in low-metallicity environments: The case of SN 2022lxg",1,1
ARXIV:2506.12132,Collision-induced mass loss and mass gain on an extremely massive star. An analytical approach and a static proto-globular cluster test-case,2,2
ARXIV:2506.12131,Early growth of structure in warm wave dark matter,6,6
ARXIV:2506.12130,Biases in stellar masses of JWST high-z quasar host galaxies caused by quasar subtraction,1,1
ARXIV:2506.12129,A 13 Billion Year View of Galaxy Growth: Metallicity Gradient Evolution from the Local Universe to z = 9 with JWST and Archival Surveys,1,1
ARXIV:2506.12125,"The optical constants and grain sizes of interstellar dust measured directly using the dust-scattered X-ray halo of GRB,221009A",0,0
ARXIV:2506.12124,JWST IFU observations uncover host galaxy continua in extremely red and obscured quasars,0,0
ARXIV:2506.12122,"pop-cosmos: Insights from Generative Modeling of a Deep, Infrared-selected Galaxy Population",0,0
ARXIV:2506.12004,Bayesian and frequentist perspectives agree on dynamical dark energy,10,10
ARXIV:2506.12313,Constraining the Mass of a Hypothetical Secondary Black Hole in M87 with the NANOGrav 15 yr Data Set,0,0
ARXIV:2506.11690,The diversity of exoplanetary environments and the search for signs of life beyond Earth.,1,1
ARXIV:2506.11685,He II emitters at cosmic noon and beyond. Characterising the He II łambda1640 emission with MUSE and JWST/NIRSpec,2,2
ARXIV:2506.11280,Semiempirical constraints on the H I mass function of star-forming galaxies and Ω_HI at z∼ 0.37 from interferometric surveys,0,0
ARXIV:2506.11278,C and N abundances in globular clusters. I. The case of 47 Tuc and the effect of the first dredge-up,0,0
ARXIV:2506.11269,Discovery of an HI 21 cm absorption system at z=2.327 with CHIME,0,0
ARXIV:2506.11260,Large-scale-structure observables in general relativity validated at second order,0,0
ARXIV:2506.11233,Primordial black holes in cosmological simulations: growth prospects for supermassive black holes,3,3
ARXIV:2506.11231,Multiband Emission from Star–Disk Collisions and Implications for Quasiperiodic Eruptions,1,1
ARXIV:2506.11217,The Potential Danger to Satellites due to Ejecta from a 2032 Lunar Impact by Asteroid 2024 YR4,4,4
ARXIV:2506.11216,Galaxies at the edges: A complete census of the MACS J0416.1 - 2403 cluster,0,0
ARXIV:2506.11207,JWST lens model for A370: A very low dark matter fraction for a brightest cluster galaxy and lensing properties for the Dragon arc,1,1
ARXIV:2506.11201,Modeling Gravitational Wave Bias from 3D Power Spectra of Spectroscopic Surveys,1,1
ARXIV:2506.11200,DBNets2.0: Simulation-based inference for planet-induced dust substructures in protoplanetary discs,1,1
ARXIV:2506.11194,Machine Learning Acceleration of Neutron Star Pulse Profile Modeling,0,0
ARXIV:2506.11193,Submillimeter galaxy overdensities around physically associated quasar pairs,0,0
