title,authors,affiliations
Assessing the dark matter content of two quasar host galaxies at z~6 through gas kinematics,"['Qinyue Fei', 'John D. Silverman', 'Seiji Fujimoto', 'Ran Wang', 'Luis C. Ho', 'Manuela Bischetti', 'Stefano Carniani', 'Michele Ginolfi', 'Gareth C. Jones', 'Roberto Maiolino', 'Wiphu Rujopakarn', 'Juan M. Espejo Salcedo', 'Lilian L. Lee']","[['Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU, WPI), UTIAS, Tokyo Institutes for Advanced Study, University of Tokyo, Chiba, 277-8583, Japan', 'Department of Astronomy, School of Physics, Peking University, Beijing 100871, P. R. China', 'Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, P. R. China'], ['Kavli Institute for the Physics and Mathematics of the Universe (Kavli IPMU, WPI), UTIAS, Tokyo Institutes for Advanced Study, University of Tokyo, Chiba, 277-8583, Japan', 'Department of Astronomy, School of Science, The University of Tokyo, 7-3-1 Hongo, Bunkyo, Tokyo 113-0033, Japan', 'Center for Data-Driven Discovery, Kavli IPMU (WPI), UTIAS, The University of Tokyo, Kashiwa, Chiba 277-8583, Japan', 'Center for Astrophysical Sciences, Department of Physics \\& Astronomy, Johns Hopkins University, Baltimore, MD 21218, USA'], ['Department of Astronomy, The University of Texas at Austin, Austin, TX, USA'], ['Department of Astronomy, School of Physics, Peking University, Beijing 100871, P. R. China', 'Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, P. R. China'], ['Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, P. R. China', 'Department of Astronomy, School of Physics, Peking University, Beijing 100871, P. R. China'], [""Dipartimento di Fisica, Universit\\'a di Trieste, Sezione di Astronomia, Via G.B. Tiepolo 11, I-34131 Trieste, Italy"", 'INAF - Osservatorio Astronomico di Trieste, Via G. B. Tiepolo 11, I-34131 Trieste, Italy'], ['Scuola Normale Superiore, Piazza dei Cavalieri 7, I-56126 Pisa, Italy'], ['Dipartimento di Fisica e Astronomia, Università di Firenze, Via G. Sansone 1, I-50019, Sesto F.no (Firenze), Italy', 'INAF — Osservatorio Astrofisico di Arcetri, Largo E. Fermi 5, I-50125, Florence, Italy'], ['Department of Physics, University of Oxford, Denys Wilkinson Building, Keble Road, Oxford OX1 3RH, UK', 'Cavendish Laboratory, University of Cambridge, 19 J. J. Thomson Ave., Cambridge CB3 0HE, UK', 'Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK'], ['Cavendish Laboratory, University of Cambridge, 19 J. J. Thomson Ave., Cambridge CB3 0HE, UK', 'Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK', 'Department of Physics \\& Astronomy, University College London, Gower Street, London WC1E 6BT, UK'], ['National Astronomical Research Institute of Thailand, Don Kaeo, Mae Rim, Chiang Mai 50180, Thailand', 'Department of Physics, Faculty of Science, Chulalongkorn University, 254 Phayathai Road, Pathumwan, Bangkok 10330, Thailand', 'Max-Planck-Institut f\\""{u}r extraterrestrische Physik (MPE), Giessenbachstr. 1, D-85748 Garching, Germany'], ['Max-Planck-Institut f\\""{u}r extraterrestrische Physik (MPE), Giessenbachstr. 1, D-85748 Garching, Germany'], ['Max-Planck-Institut f\\""{u}r extraterrestrische Physik (MPE), Giessenbachstr. 1, D-85748 Garching, Germany']]"
Advanced System Engineering Approaches to Emerging Challenges in Planetary and Deep-Space Exploration,"['J. de Curt\\`o\\inst{1,2,10} \\and Cristina LiCalzi\\inst{1,3} \\and Julien Tubiana Warin\\inst{1,4} \\and Jack Gehlert\\inst{1,5} \\and Brian Langbein\\inst{1,3} \\and Alexandre Gamboa \\inst{1,6} \\and Chris Sixbey\\inst{1,3} \\and William Maguire\\inst{1,3} \\and Santiago Fernández\\inst{1} \\and Álvaro Maestroarena\\inst{1} \\and Alex Brenchley\\inst{1} \\and Logan Maroclo\\inst{1,3} \\and Philemon Mercado\\inst{1,3} \\and Joshua DeJohn\\inst{1,7} \\and Cesar Velez\\inst{1,8} \\and Ethan Dahmus\\inst{1,3} \\and Taylor Steinys\\inst{1,7} \\and David Fritz \\inst{1,3} \\and I. de Zarz\\`a\\inst{9,10}']","[[""Escuela Técnica Superior de Ingeniería (ICAI), Universidad Pontificia Comillas, 28015 Madrid, Spain \\and Department of Computer Applications in Science \\& Engineering, BARCELONA Supercomputing Center, 08034 Barcelona, Spain \\and Dept. of Mechanical Engineering, University of Maryland, College Park, USA \\and School of Engineering, EPFL, 1015 Lausanne, Switzerland \\and College of Engineering, University of Michigan, Ann Arbor, USA \\and Grainger College of Engineering, University of Illinois at Urbana-Champaign, USA \\and Dept. of Mechanical Engineering, Iowa State University, USA \\and Dept. of Mechanical Engineering, University of Wisconsin-Madison, USA \\and Departamento de Informática e Ingeniería de Sistemas, Universidad de Zaragoza, 50009 Zaragoza, Spain \\and Estudis d'Informàtica, Multimèdia i Telecomunicació, Universitat Oberta de Catalunya, 08018 Barcelona, Spain""]]"
dfreproject: A Python package for astronomical reprojection,"['Carter Lee Rhea \\,\\orcidlink{0000-0003-2001-1076}\\,', 'Pieter Van Dokkum', 'Steven R. Janssens \\,\\orcidlink{0000-0003-0327-3322}\\,', 'Imad Pasha', 'Roberto Abraham', 'William P Bowman \\,\\orcidlink{0000-0003-4381-5245}\\,', 'Deborah Lokhorst', 'Seery Chen']","[[], [], [], [], [], [], [], []]"
In Search of the Unknown Unknowns: A Multi-Metric Distance Ensemble for Out of Distribution Anomaly Detection in Astronomical Surveys,[],[]
Identifying Habitable Exoplanets with Radio Telescopes on the Lunar Farside,[],[]
Enhancements in velocity-dependent dark matter annihilation in Galactic subhalos,[],[]
The Youngest Star Clusters in the Large Magellanic Cloud,"[""R.\\, Ch\\'avez$^{1, 2}$\\thanks{E-mail: r.chavez@irya.unam.mx}, R.\\ A.\\, Gonz\\'alez-L\\'opezlira$^{1}$ and G.\\, Bruzual$^{1}$ \\\\ $^{1}$Universidad Nacional Autónoma de México, Instituto de Radioastronomía y Astrofísica, 58090, Morelia, Michoacán, México \\\\ $^{2}$Secretaría de Ciencia, Humanidades, Tecnología e Innovación, Av. Insurgentes Sur 1582, 03940, Ciudad de México, México \\\\""]",[[]]
"Joint X-ray, kinetic Sunyaev-Zeldovich, and weak lensing measurements: toward a consensus picture of efficient gas expulsion from groups and clusters",[],[]
The effect of a short mean free path on HII regions and 21-cm tomography during reionization,[],[]
Extracting local velocity from cosmic dipole using simulations,"['Mohit Panwar,$^{1}$\\thanks{E-mail: mohitpan@iitk.ac.in} Akash Gandhi,$^{1}$ Pankaj Jain$^{1,2}$ \\\\ $^{1}$Department of Physics, Indian Institute of Technology, Kanpur 208016, India\\\\ $^{2}$Department of Space, Planetary \\& Astronomical Sciences \\& Engineering(SPASE), Indian Institute of Technology, Kanpur 208016, India']",[[]]
J-HERTz: J-PLUS Heritage Exploration of Radio Targets at z $<$ 5,[],[]
Revisiting the Gas Dynamics of Henize 2-10: Possible Drivers of the Starburst,[],[]
The 2MIG isolated AGNs -- 2. X-ray general properties and peculiarities,"['O. V. Kompaniiets,$^{1}$\\thanks{E-mail: kompaniets@mao.kiev.ua} A. A. Vasylenko,$^{1}$ I. B. Vavilova$^{1}$ \\\\ $^{1}$Department for Extragalactic Astronomy and Astroinformatics, Main Astronomical Observatory of the National Academy of Sciences of Ukraine \\\\27, Akademik Zabolotnyi St., Kyiv 03123, Ukraine']",[[]]
Coronal mass ejection arrival forecasting with the drag-based assimilation of satellite observations,[],[]
Cosmological Constraints on Neutrino Masses in a Second-Order CPL Dark Energy Model,[],[]
On the presence of a fifth force at the Galactic Center,[],[]
"Massive stars exploding in a He-rich circumstellar medium. XI. Diverse evolution of five Ibn SNe 2020nxt, 2020taz, 2021bbv, 2023utc and 2024aej",[],[]
Egent: An Autonomous Agent for Equivalent Width Measurement,[],[]
X-ray variability of VHE detected FSRQs: A comparative study,[],[]
Reproducing Abell 2744 with the HyperMillennium Simulation,[],[]
On the Propagation and Damping of Alfvenic Fluctuations in the Outer Solar Corona and Solar Wind,[],[]
A High Resolution Search for Dual AGNs in Mergers: Pushing the Frontier with Keck AO,"['Camilo Vazquez', 'S. Satyapal', 'G. Canalizo', 'N. J. Secrest', 'R. W. Pfeifle', 'T. Bohn', 'K. Nyland', 'A. Aravindan', 'L. Blecha', 'J. M. Cann', 'S. Doan', 'E. K. S. Hicks', 'P. Kurczynski', 'S. Juneau', 'M. Malkan']","[['Department of Physics and Astronomy, George Mason University, MS3F3, 4400 University Drive, Fairfax, VA 22030, USA'], ['Department of Physics and Astronomy, George Mason University, MS3F3, 4400 University Drive, Fairfax, VA 22030, USA'], ['Department of Physics and Astronomy, University of California, Riverside, 900 University Avenue, Riverside, CA 92521, USA'], ['U.S. Naval Observatory, 3450 Massachusetts Avenue NW, Washington, DC 20392-5420, USA'], ['X-ray Astrophysics Laboratory, NASA Goddard Space Flight Center, Code 662, Greenbelt, MD 20771, USA'], [], ['U.S. Naval Research Laboratory, 4555 Overlook Ave. SW, Washington, DC 20375, USA'], ['Department of Physics and Astronomy, University of California, Riverside, 900 University Avenue, Riverside, CA 92521, USA'], ['Department of Physics, University of Florida, 2001 Museum Rd., Gainesville, FL 32611, USA'], ['X-ray Astrophysics Laboratory, NASA Goddard Space Flight Center, Code 662, Greenbelt, MD 20771, USA', 'Oak Ridge Associated Universities, NASA NPP Program, Oak Ridge, TN 37831, USA'], ['Department of Physics and Astronomy, George Mason University, MS3F3, 4400 University Drive, Fairfax, VA 22030, USA'], ['Department of Physics and Astronomy, University of Alaska Anchorage, Anchorage , AK 99508-4664, USA'], ['Astrophysics Science Division Code 660, NASA Goddard Space Flight Center, Greenbelt MD 207781, USA'], ['NSF’s National Optical-Infrared Astronomy Research Laboratory, 950 N. Cherry Avenue, Tucson, AZ 85719, USA'], ['Department of Physics \\& Astronomy, 430 Portola Plaza, University of California, Los Angeles, CA 90095, USA']]"
JWST COSMOS-3D: Spectroscopic Census and Luminosity Function of [O III] Emitters at 6.75<z<9.05 in COSMOS,[],[]
VUV Processing of Nitrile Ice: Direct Comparison of Branching in Ice and TPD Spectra,[],[]
Transiting Exoplanets from Sharjah Astronomical Observatory (SAO-M47): The Exoplanet HAT-P-25b Using L and V Filters,[],[]
Asteroseismology of white dwarfs in the 2040s,[],[]
Variations of the Ca II K Line Profile Parameters with Solar Latitude and Time Observed from Kodaikanal Solar Observatory,[],[]
Investigating Energy-Dependent Anisotropy in Cosmic Rays with IceTop Surface Array,[],[]
"Heating, Excitation, Dissociation, and Ionization of Molecules by High-Energy Photons in Planetary Atmospheres",[],[]
Detection of molecular clouds in the PeVatron candidate source LHAASO J0341$+$5258 by the Nobeyama 45-m radio telescope,"['Naomi Tsuji', 'Shunya Takekawa', 'Kaya Mori', 'Alison Mitchell', 'Shuo Zhang', 'Priyadarshini Bangale', 'Stephen DiKerby', 'T\\""ul\\""un Ergin', 'Jooyun Woo', 'Samar Safi-Harb', 'Shinta Kasuya']","[['Faculty of Science, Kanagawa University, 3-27-1 Rokukakubashi, Kanagawa-ku, Yokohama-shi, Kanagawa 221-8686', 'Interdisciplinary Theoretical \\& Mathematical Science Program (iTHEMS), RIKEN, 2-1, Hirosawa, Saitama 351-0198, Japan', 'Department of Physics, Rikkyo University, Nishi-Ikebukuro 3-34-1, Toshima-ku, Tokyo, 171-8501, Japan'], ['Department of Applied Physics, Faculty of Engineering, Kanagawa University, 3-27-1 Rokkakubashi, Kanagawa-ku, Yokohama, Kanagawa 221-8686, Japan'], ['Columbia Astrophysics Laboratory, Columbia University, 538 West 120th Street, New York, NY 10027, USA'], ['Erlangen Centre for Astroparticle Physics, Friedrich-Alexander-Universit\\""{a}t Erlangen-N\\""{u}rnberg, Nikolaus-Fiebiger-Str. 2, Erlangen 91058, Germany'], ['Department of Physics and Astronomy, Michigan State University, East Lansing, MI, 48824, USA'], ['Department of physics, Temple University, Philadelphia, PA 19122, USA'], ['Department of Physics and Astronomy, Michigan State University, East Lansing, MI, 48824, USA'], ['Department of Physics and Astronomy, Michigan State University, East Lansing, MI, 48824, USA'], ['Columbia Astrophysics Laboratory, Columbia University, 538 West 120th Street, New York, NY 10027, USA'], ['Department of Physics and Astronomy, University of Manitoba, Winnipeg, MB R3T 2N2, Canada'], ['Faculty of Science, Kanagawa University, 3-27-1 Rokukakubashi, Kanagawa-ku, Yokohama-shi, Kanagawa 221-8686']]"
VERTICO IX: Signatures of environmental processing of the gas in Virgo cluster spiral galaxies through mapping of CO isotopologues,[],[]
Evidence for an Inverse Cascade of Magnetic Helicity in the Inner Heliosphere,"['Masatomi Iizawa', 'Yasuhito Narita', 'Tommaso Alberti', 'Stuart D. Bale', 'Axel Brandenburg', 'Abraham C.-L. Chian', 'Horia Comi\\c{s}el', 'Shuichi Matsukiyo', 'Nobumitsu Yokoi']","[['Institut f\\""ur Theoretische Physik, Technische Universit\\""at Braunschweig, Mendelssohnstr. 3, D-38106 Braunschweig, Germany'], ['Institut f\\""ur Theoretische Physik, Technische Universit\\""at Braunschweig, Mendelssohnstr. 3, D-38106 Braunschweig, Germany', 'Max Planck Institute for Solar System Research, Justus-von-Liebig-Weg 3, D-37077 G\\""ottingen, Germany'], ['Istituto Nazionale di Geofisica e Vulcanologia, via di Vigna Murata 605, 00143 Rome, Italy'], ['Space Sciences Laboratory, University of California, Berkeley, CA 94720-7450, USA', 'Physics Department, University of California, Berkeley, CA 94720-7300, USA'], ['Nordita, KTH Royal Institute of Technology and Stockholm University, 10691 Stockholm, Sweden', 'The Oskar Klein Centre, Department of Astronomy, Stockholm University, 10691 Stockholm, Sweden', 'School of Natural Sciences and Medicine, Ilia State University, 0194 Tbilisi, Georgia', 'McWilliams Center for Cosmology and Department of Physics, Carnegie Mellon University, Pittsburgh, Pennsylvania 15213, USA'], ['School of Computer and Mathematical Sciences, Adelaide University, Adelaide, SA 5005, Australia', ""National Institute for Space Research (INPE), P.O. Box 515, S\\~{a}o Jos\\'{e} dos Campos, S\\~{a}o Paulo 12227-010, Brazil""], ['Institute for Space Sciences, Atomi\\c{s}tilor 409, P.O. Box MG-23, Bucharest-M\\v{a}gurele, RO-077125, Romania'], ['Faculty of Engineering Sciences, Kyushu University, Kasuga, Fukuoka 816-8580, Japan', 'International Research Center for Space and Planetary Environmental Science (i-SPES), Kyushu University, Motooka, Nishi-ku, Fukuoka 819-0395, Japan', 'Institute of Laser Engineering, Osaka University, Suita, Osaka 565-0871, Japan'], ['Institute of Industrial Science, University of Tokyo, Tokyo 153-8505, Japan', 'Nordita, KTH Royal Institute of Technology and Stockholm University, 10691 Stockholm, Sweden']]"
Rapid formation of a very massive star >50000 $M_\odot$ and subsequently an IMBH from runaway collisions. Direct N-body and Monte Carlo simulations of dense star clusters,"['Marcelo~C.~Vergara \\inst{1}\\thanks{E-mail: Marcelo.C.Vergara@uni-heidelberg.de (MCV)} \\and Abbas Askar \\inst{2}\\thanks{E-mail: askar@camk.edu.pl (AA)} \\and Albrecht~W.~H.~Kamlah \\inst{3,1} \\and Rainer~Spurzem \\inst{1,4,5} \\and Francesco Flammini Dotti \\inst{6,7,1} \\and Dominik R.G. Schleicher \\inst{8,9} \\and Manuel Arca Sedda \\inst{10,11,12,13} \\and Arkadiusz Hypki \\inst{14,2} \\and Mirek Giersz \\inst{2} \\and Jarrod Hurley \\inst{15,16} \\and Peter~Berczik \\inst{2,17} \\and Andres Escala \\inst{18} \\and Nils~Hoyer \\inst{3,19,20} \\and Nadine~Neumayer \\inst{3} \\and Xiaoying Pang \\inst{21,22} \\and \\\\ Ataru Tanikawa \\inst{23,24} \\and Renyue Cen \\inst{25,26} \\and Thorsten Naab \\inst{27}']",[[]]
Origins and lifetimes of secular and tidal bars in simulated disc galaxies,[],[]
Efficiency of viscous angular momentum transport in dissipating Be binaries,[],[]
SN 2024aecx: A double-peaked rapidly evolving Type IIb supernova at 11 Mpc,"['Xingzhu Zou', 'Brajesh Kumar', 'Rishabh Singh Teja', 'D. K. Sahu', 'Xinlei Chen', 'Avinash Singh', 'Weikang Lin', 'Xiangkun Liu', 'Dezi Liu', 'Hrishav Das', 'Mridweeka Singh']","[[""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], [""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], ['Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru-560034, Karnataka, India', ""Tsung-Dao Lee Institute, Shanghai Jiao Tong University, No.1 Lisuo Road, Pudong New Area, Shanghai, People's Republic of China""], ['Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru-560034, Karnataka, India'], [""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], ['The Oskar Klein Centre, Department of Astronomy, Stockholm University, AlbaNova, SE-10691 Stockholm, Sweden', 'Hiroshima Astrophysical Science Center, Hiroshima University, Higashi-Hiroshima, Hiroshima 739-8526, Japan'], [""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], [""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], [""South-Western Institute for Astronomy Research, Yunnan University, Kunming, Yunnan 650504, People's Republic of China"", ""Yunnan Key Laboratory of Survey Science, Yunnan University, Kunming, Yunnan 650500, People's Republic of China""], ['Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru-560034, Karnataka, India'], ['Indian Institute of Astrophysics, II Block, Koramangala, Bengaluru-560034, Karnataka, India']]"
Analytical modeling of the gravitational potential of irregularly shaped celestial bodies considering three distinct internal structures: application to (21) Lutetia,[],[]
Conceptual framework for the application of deep neural networks to surface composition reconstruction from Mercury's exospheric data,[],[]
SVOM Follow-up Observation Coordinating Service,[],[]
"Cosmic string gravitational wave backgrounds at LISA: I. Signal survey, template reconstruction, and model comparison",[],[]
High-energy variability of the gravitationally lensed blazar PKS 1830-211,[],[]
Searching for EeV photons with Telescope Array Surface Detector and neural networks,[],[]
"Galaxies in the Epoch of Reionization Are All Bark and No Bite -- Plenty of Ionizing Photons, Low Escape Fractions","['Casey Papovich', 'Justin W. Cole', 'Weida Hu', 'Steven L. Finkelstein', 'Lu Shen', 'Pablo Arrabal Haro', ""Ricardo O. Amor\\'{i}n"", 'Bren E. Backhaus']","[['Department of Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA', 'George P.\\ and Cynthia Woods Mitchell Institute for Fundamental Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA'], ['Department of Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA', 'George P.\\ and Cynthia Woods Mitchell Institute for Fundamental Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA'], ['Department of Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA', 'George P.\\ and Cynthia Woods Mitchell Institute for Fundamental Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA'], ['Department of Astronomy, The University of Texas at Austin, Austin, TX, USA'], ['Department of Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA', 'George P.\\ and Cynthia Woods Mitchell Institute for Fundamental Physics and Astronomy, Texas A\\&M University, College Station, TX, 77843-4242 USA'], ['Astrophysics Science Division, NASA Goddard Space Flight Center, 8800 Greenbelt Rd, Greenbelt, MD 20771, USA'], [""Instituto de Astrof\\'{i}sica de Andaluc\\'{i}a (CSIC), Apartado 3004, 18080 Granada, Spain""], []]"
